state,sex,reference,age,cause_group,ppd_state,ppd_ref,ppd_gap,contribution,method
Alabama,Male,western_europe,35,Suicide,0.346247403625507,0.188074905076724,0.158172498548784,0.000808491820494806,horiuchi
Alabama,Male,western_europe,35,Tuberculosis,0.346247403625507,0.188074905076724,0.158172498548784,3.37520094151333e-06,horiuchi
Alabama,Male,western_europe,35,Violence,0.346247403625507,0.188074905076724,0.158172498548784,0.00120569988630037,horiuchi
Alabama,Male,western_europe,40,Atherosclerotic CVDs,0.346247403625507,0.188074905076724,0.158172498548784,0.00126948495903789,horiuchi
Alabama,Male,western_europe,40,Childhood-cluster diseases,0.346247403625507,0.188074905076724,0.158172498548784,1.28118891273843e-07,horiuchi
Alabama,Male,western_europe,40,Diabetes,0.346247403625507,0.188074905076724,0.158172498548784,0.00047517119038798,horiuchi
Alabama,Male,western_europe,40,Diarrheal diseases,0.346247403625507,0.188074905076724,0.158172498548784,6.44009834038783e-06,horiuchi
Alabama,Male,western_europe,40,Haemorrhagic stroke,0.346247403625507,0.188074905076724,0.158172498548784,0.000280423199576774,horiuchi
Alabama,Male,western_europe,40,HIV/AIDS,0.346247403625507,0.188074905076724,0.158172498548784,0.000138689700790118,horiuchi
Alabama,Male,western_europe,40,Lower respiratory infections,0.346247403625507,0.188074905076724,0.158172498548784,0.000158363107723769,horiuchi
Alabama,Male,western_europe,40,Malaria,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,40,Maternal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,40,Mental and substance use disorders,0.346247403625507,0.188074905076724,0.158172498548784,0.00389566013053344,horiuchi
Alabama,Male,western_europe,40,NCDs strongly linked to infections,0.346247403625507,0.188074905076724,0.158172498548784,0.000333950254454818,horiuchi
Alabama,Male,western_europe,40,NCDs strongly linked to tobacco use,0.346247403625507,0.188074905076724,0.158172498548784,0.000104169074032101,horiuchi
Alabama,Male,western_europe,40,Neonatal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,40,Neurological conditions,0.346247403625507,0.188074905076724,0.158172498548784,2.63772694808484e-05,horiuchi
Alabama,Male,western_europe,40,Other,0.346247403625507,0.188074905076724,0.158172498548784,0.000805359158007946,horiuchi
Alabama,Male,western_europe,40,Respiratory disease / tobacco-related sensitivity,0.346247403625507,0.188074905076724,0.158172498548784,3.0430204722709e-05,horiuchi
Alabama,Male,western_europe,40,Road injury,0.346247403625507,0.188074905076724,0.158172498548784,0.00126162423245346,horiuchi
Alabama,Male,western_europe,40,Suicide,0.346247403625507,0.188074905076724,0.158172498548784,0.000672145676763991,horiuchi
